Type,N,B,Variant,Threads,Time
TASK_B,1000000,4096,atomic,2,0.00455682
TASK_B,1000000,4096,local,2,0.000403793
TASK_B,1000000,4096,critical,2,0.0320372
TASK_B,1000000,4096,atomic,2,0.00460156
TASK_B,1000000,4096,local,2,0.000487814
TASK_B,1000000,4096,critical,2,0.0286991
TASK_B,1000000,4096,atomic,2,0.0048402
TASK_B,1000000,4096,local,2,0.000533595
TASK_B,1000000,4096,critical,2,0.0321183
TASK_B,1000000,4096,atomic,2,0.00491869
TASK_B,1000000,4096,local,2,0.000481171
TASK_B,1000000,4096,critical,4,0.0558211
TASK_B,1000000,4096,atomic,4,0.00380467
TASK_B,1000000,4096,local,4,0.00039472
TASK_B,1000000,4096,critical,4,0.054632
TASK_B,1000000,4096,atomic,4,0.00408013
TASK_B,1000000,4096,local,4,0.000362987
TASK_B,1000000,4096,critical,4,0.0550689
TASK_B,1000000,4096,atomic,4,0.00411153
TASK_B,1000000,4096,local,4,0.000487948
TASK_B,1000000,4096,critical,4,0.0547141
TASK_B,1000000,4096,atomic,4,0.00421052
TASK_B,1000000,4096,local,4,0.00050221
TASK_B,1000000,4096,critical,4,0.0582869
TASK_B,1000000,4096,atomic,4,0.0040871
TASK_B,1000000,4096,local,4,0.00033744
TASK_B,1000000,4096,critical,8,0.105522
TASK_B,1000000,4096,atomic,8,0.00402056
TASK_B,1000000,4096,local,8,0.000543405
TASK_B,1000000,4096,critical,8,0.100787
TASK_B,1000000,4096,atomic,8,0.00363215
TASK_B,1000000,4096,local,8,0.000552635
TASK_B,1000000,4096,critical,8,0.104275
TASK_B,1000000,4096,atomic,8,0.00383132
TASK_B,1000000,4096,local,8,0.000509594
TASK_B,1000000,4096,critical,8,0.109821
TASK_B,1000000,4096,atomic,8,0.00401039
TASK_B,1000000,4096,local,8,0.000630919
TASK_B,1000000,4096,critical,8,0.109808
TASK_B,1000000,4096,atomic,8,0.00392639
TASK_B,1000000,4096,local,8,0.000536016
TASK_B,1000000,4096,critical,16,0.115693
TASK_B,1000000,4096,atomic,16,0.00400785
TASK_B,1000000,4096,local,16,0.000959128
TASK_B,1000000,4096,critical,16,0.120916
TASK_B,1000000,4096,atomic,16,0.00395565
TASK_B,1000000,4096,local,16,0.000838562
TASK_B,1000000,4096,critical,16,0.119251
TASK_B,1000000,4096,atomic,16,0.00394512
TASK_B,1000000,4096,local,16,0.000716506
TASK_B,1000000,4096,critical,16,0.122239
TASK_B,1000000,4096,atomic,16,0.00395925
TASK_B,1000000,4096,local,16,0.0007555
TASK_B,1000000,4096,critical,16,0.121304
TASK_B,1000000,4096,atomic,16,0.00394589
TASK_B,1000000,4096,local,16,0.00077509
